,Address,City,Owner Name,Mailing Address,Price,Number of Units,Total area,Number Of Stories,Lot Size,Type,Year Built,location,point,latitude,longitude,altitude
757,"8665 El Camino Real, Atascadero, CA, 93422","Atascadero, CA 93422 ·",,,4615385.0, ,30000, ,3.31 AC,Retail, ,"8665 El Camino Real, Atascadero, CA 93422, USA","['35.4728199', '-120.6526151', '0.0']",35.4728199,-120.6526151,0.0
758,"2250 4th Ave, San Diego, CA, 92101","San Diego, CA 92101 ·",,,7950000.0, ,27537,4,"10,040 SF",Office,1986,"2250 Fourth Ave, San Diego, CA 92101, USA","['32.7289936', '-117.1614469', '0.0']",32.7289936,-117.1614469,0.0
759,"11933 Wilshire Blvd, Los Angeles, CA, 90025","Los Angeles, CA 90025 ·",,,4500000.0, ,6144,2,"7,535 SF",Office,1955,"11933 Wilshire Blvd, Los Angeles, CA 90025, USA","['34.0464766', '-118.4649767', '0.0']",34.0464766,-118.4649767,0.0
760,"6805 Almaden Rd, San Jose, CA, 95120","San Jose, CA 95120 ·",,,4980000.0, , , ,"57,000 SF",Land, ,"6805 Almaden Rd, San Jose, CA 95120, USA","['37.2136027', '-121.8521935', '0.0']",37.2136027,-121.8521935,0.0
761,"1117-1125 Ocean Ave, San Francisco, CA, 94112","San Francisco, CA 94112 ·",,,11000000.0,12,19486,4,"7,642 SF",Multifamily,2005,"1117 Ocean Ave, San Francisco, CA 94112, USA","['37.723237', '-122.4545155', '0.0']",37.723237,-122.4545155,0.0
762,"5755-5761 Mountain Hawk Way, Santa Rosa, CA, 95409","Santa Rosa, CA 95409 ·",,,9350000.0, , ,2,1.67 AC,Retail,2006,"5755-5761 Mountain Hawk Dr, Santa Rosa, CA 95409, USA","['38.4628832', '-122.6438791', '0.0']",38.4628832,-122.6438791,0.0
763,"15327 Palmdale Rd, Victorville, CA, 92392","Victorville, CA 92392 ·",,,3074394.0, ,1920,1,"11,315 SF",Retail,2007,"15327 Palmdale Rd, Victorville, CA 92392, USA","['34.5067094', '-117.3279733', '0.0']",34.5067094,-117.3279733,0.0
764,"31248 Oak Crest Drive, Westlake Village, CA, 91361","Westlake Village, CA 91361 ·",,,18596550.0, ,53133,3, ,Office,1998,"31248 Oak Crest Dr, Westlake Village, CA 91361, USA","['34.1432969', '-118.799504', '0.0']",34.1432969,-118.799504,0.0
765,"1601-1609 W Anaheim St, Long Beach, CA, 90813","Long Beach, CA 90813 ·",,,3000000.0, ,7640,1,"10,218 SF",Industrial, ,"1601 W Anaheim St, Long Beach, CA 90813, USA","['33.7830904', '-118.2139647', '0.0']",33.7830904,-118.2139647,0.0
766,"16310
S Mercey Springs Rd., Los Banos, CA, 93635","Los Banos, CA 93635 ·",,,7550000.0, , , ,31.90 AC,Land, ,"16310 Mercey Springs Rd, Los Banos, CA 93635, USA","['37.0508533', '-120.8332268', '0.0']",37.0508533,-120.8332268,0.0
767,"888 Harriman Pl, San Bernardino, CA, 92408","San Bernardino, CA 92408 ·",,,9657000.0, ,58000,1,6 AC,Retail,1995,"888 Harriman Pl, San Bernardino, CA 92408, USA","['34.0667752', '-117.2670288', '0.0']",34.0667752,-117.2670288,0.0
768,"14426 Palmdale Road, Victorville, CA, 92392","Victorville, CA 92392 ·",,,8767290.0, , , ,"292,243 SF",Land, ,"14426 Palmdale Rd, Victorville, CA 92392, USA","['34.50735239999999', '-117.3474624', '0.0']",34.50735239999999,-117.3474624,0.0
769,"W. Turner Rd, Lodi, CA, 95242","Lodi, CA 95242 ·",,,3600000.0, , , ,46.50 AC,Agricultural, ,"W Turner Rd, Lodi, CA, USA","['38.1456498', '-121.3363287', '0.0']",38.1456498,-121.3363287,0.0
770,"Ave 62/ Van Buren St., Thermal, CA, 92274","Thermal, CA 92274 ·",,,18000000.0, , , ,537 AC,Land, ,"Van Buren St & 62nd Ave, California 92274, USA","['33.5982905', '-116.1985345', '0.0']",33.5982905,-116.1985345,0.0
771,"6406 Tupelo Dr, Citrus Heights, CA, 95621","Citrus Heights, CA 95621 ·",,,3559304.0, ,11370, , ,Office, ,"6406 Tupelo Dr, Citrus Heights, CA 95621, USA","['38.7047814', '-121.3140708', '0.0']",38.7047814,-121.3140708,0.0
772,"1950 S. 4th Street, El Centro, CA, 92243","El Centro, CA 92243 ·",,,3975000.0, , , ,"95,396 SF",Retail, ,"1950 S 4th St, El Centro, CA 92243, USA","['32.7769111', '-115.5531665', '0.0']",32.7769111,-115.5531665,0.0
773,"10556 Industrial Ave, Roseville, CA, 95678","Roseville, CA 95678 ·",,,4116175.0, ,23521,1,"95,832 SF",Industrial,2006,"10556 Industrial Ave, Roseville, CA 95678, USA","['38.8012334', '-121.3070524', '0.0']",38.8012334,-121.3070524,0.0
774,"820 S Cherokee Ln, Lodi, CA, 95240","Lodi, CA 95240 ·",,,3700000.0, ,5500, ,"37,500 SF",Retail, ,"820 S Cherokee Ln, Lodi, CA 95240, USA","['38.1240997', '-121.2600882', '0.0']",38.1240997,-121.2600882,0.0
775,"24318 Hemlock Ave, Moreno Valley, CA, 92557","Moreno Valley, CA 92557 ·",,,13100000.0, , , ,49 AC,Retail, ,"24318 Hemlock Ave, Moreno Valley, CA 92557, USA","['33.9421258', '-117.2401024', '0.0']",33.9421258,-117.2401024,0.0
776,"30310 Rancho Viejo Rd, San Juan Capistrano, CA, 92675","San Juan Capistrano, CA 92675 ·",,,3150000.0, ,8900,1,"21,780 SF",Office,1989,"30310 Rancho Viejo Rd, San Juan Capistrano, CA 92675, USA","['33.5224667', '-117.6643395', '0.0']",33.5224667,-117.6643395,0.0
777,"11155-11165 Sepulveda Blvd, Mission Hills, CA, 91345","Mission Hills, CA 91345 ·",,,14650000.0, ,33438,1,"133,549 SF",Office,1968,"11155 Sepulveda Blvd, Mission Hills, CA 91345, USA","['34.273619', '-118.4687662', '0.0']",34.273619,-118.4687662,0.0
778,"1761-1769 Glendale Blvd, Los Angeles, CA, 90026","Los Angeles, CA 90026 ·",,,3350000.0, ,8168,1,"15,902 SF",Retail,1970,"1761 Glendale Blvd, Los Angeles, CA 90026, USA","['34.087812', '-118.259978', '0.0']",34.087812,-118.259978,0.0
779,"2101 East Palmdale Blvd, Palmdale, CA, 93550","Palmdale, CA 93550 ·",,,3200000.0, ,24695, ,1.20 AC,Retail, ,"2101 E Palmdale Blvd, Palmdale, CA 93550, USA","['34.580927', '-118.0916927', '0.0']",34.580927,-118.0916927,0.0
780,"226 S Reno St, Los Angeles, CA, 90057","Los Angeles, CA 90057 ·",,,3300000.0,17,13238,2,"9,016 SF",Multifamily,1969,"226 S Reno St, Los Angeles, CA 90057, USA","['34.0689161', '-118.2823078', '0.0']",34.0689161,-118.2823078,0.0
781,"3809 Broadway Pl, Los Angeles, CA, 90037","Los Angeles, CA 90037 ·",,,8181000.0, ,32724,1,"37,061 SF",Industrial,1987,"3809 Broadway Pl, Los Angeles, CA 90037, USA","['34.013366', '-118.276442', '0.0']",34.013366,-118.276442,0.0
782,"N/A, N/A, CA, 93021","N/A, CA 93021 ·",,,5295000.0, , , ,22.35 AC,Agricultural, ,"Moorpark, CA 93021, USA","['34.2942772', '-118.8829816', '0.0']",34.2942772,-118.8829816,0.0
783,"2406 Fulton Rd, Santa Rosa, CA, 95403","Santa Rosa, CA 95403 ·",,,8000000.0, , , ,17.89 AC,Land, ,"2406 Fulton Rd, Santa Rosa, CA 95403, USA","['38.4798834', '-122.7671805', '0.0']",38.4798834,-122.7671805,0.0
784,"23961 McWhorter Way, Lake Forest, CA, 92630","Lake Forest, CA 92630 ·",,,3263000.0, ,8804,1,"21,225 SF",Industrial,1979,"23961 McWhorter Way, Lake Forest, CA 92630, USA","['33.6353314', '-117.7116333', '0.0']",33.6353314,-117.7116333,0.0
785,"8674 Calabash Ave, Fontana, CA, 92335","Fontana, CA 92335 ·",,,3300000.0, , , ,4.80 AC,Land, ,"8674 Calabash Ave, Fontana, CA 92335, USA","['34.096401', '-117.5024913', '0.0']",34.096401,-117.5024913,0.0
786,"201-205 9th Street, San Francisco, CA, 94103","San Francisco, CA 94103 ·",,,8595000.0, ,11180,3,"2,800 SF",Hotel & Motel,1907,"201 9th St, San Francisco, CA 94103, USA","['37.7750692', '-122.4127915', '0.0']",37.7750692,-122.4127915,0.0
787,"9910 Irvine Center Dr, Irvine, CA, 92618","Irvine, CA 92618 ·",,,3180000.0, ,6000,1,"6,000 SF",Office,2007,"9910 Irvine Center Dr, Irvine, CA 92618, USA","['33.6302951', '-117.7304191', '0.0']",33.6302951,-117.7304191,0.0
788,"9066 Shoreham Dr, West Hollywood, CA, 90069","West Hollywood, CA 90069 ·",,,4000000.0,4,5526,2,"6,639 SF",Multifamily,1939,"9066 Shoreham Dr, West Hollywood, CA 90069, USA","['34.09101', '-118.390486', '0.0']",34.09101,-118.390486,0.0
789,"455 Camino Cielo, Ojai, CA, 93023","Ojai, CA 93023 ·",,,3950000.0, , , ,21.60 AC,Agricultural, ,"455 Camino Cielo, Ojai, CA 93023, USA","['34.4812308', '-119.2977123', '0.0']",34.4812308,-119.2977123,0.0
790,"4181 Oceanside Blvd, Oceanside, CA, 92056","Oceanside, CA 92056 ·",,,10000000.0, ,14319,1,1.19 AC,Retail,2011,"4181 Oceanside Blvd, Oceanside, CA 92056, USA","['33.2067396', '-117.2853845', '0.0']",33.2067396,-117.2853845,0.0
791,"29372 Trabuco Creek Rd, San Juan Capistrano, CA, 92675","San Juan Capistrano, CA 92675 ·",,,4700000.0, , , ,15.03 AC,Land, ,"29372 Trabuco Creek Rd, San Juan Capistrano, CA 92675, USA","['33.5347153', '-117.6663791', '0.0']",33.5347153,-117.6663791,0.0
792,"1 Ocean Ave, Carmel, CA, 93921","Carmel, CA 93921 ·",,,5950000.0, ,5754, ,"4,522 SF",Retail, ,"1 Ocean Ave, Carmel-By-The-Sea, CA 93923, USA","['36.5550851', '-121.923982', '0.0']",36.5550851,-121.923982,0.0
793,"7122 Amigo Ave, Reseda, CA, 91335","Reseda, CA 91335 ·",,,4350000.0,14,16000,3,"12,000 SF",Multifamily,2013,"7122 Amigo Ave, Reseda, CA 91335, USA","['34.2000516', '-118.5382573', '0.0']",34.2000516,-118.5382573,0.0
794,"1424 E Whitmore Ave, Ceres, CA, 95307","Ceres, CA 95307 ·",,,4162500.0, ,9000,1, ,Retail,2016,"1424 E Whitmore Ave, Ceres, CA 95307, USA","['37.5942946', '-120.9716335', '0.0']",37.5942946,-120.9716335,0.0
795,"100 Sycamore Rd, Arvin, CA, 93203","Arvin, CA 93203 ·",,,3000000.0, ,39275,2,2.03 AC,Industrial, ,"100 Sycamore Rd, Arvin, CA 93203, USA","['35.1951708', '-118.8246309', '0.0']",35.1951708,-118.8246309,0.0
796,"63-67 N Broadway, Chula Vista, CA, 91910","Chula Vista, CA 91910 ·",,,4500000.0, , ,1,0.93 SF,Retail,1995,"63 Broadway, Chula Vista, CA 91910, USA","['32.6512393', '-117.0949137', '0.0']",32.6512393,-117.0949137,0.0
797,"1901 Wilshire Blvd, Santa Monica, CA, 90403","Santa Monica, CA 90403 ·",,,12000000.0, ,8187,1,"17,700 SF",Retail,1964,"1901 Wilshire Blvd, Santa Monica, CA 90403, USA","['34.0308622', '-118.4841801', '0.0']",34.0308622,-118.4841801,0.0
798,"532 Sutter St, San Francisco, CA, 94102","San Francisco, CA 94102 ·",,,7950000.0, ,16596,3,"6,046 SF",Retail,1910,"532 Sutter St, San Francisco, CA 94102, USA","['37.7893384', '-122.4093811', '0.0']",37.7893384,-122.4093811,0.0
799,"131 Elm St, San Mateo, CA, 94401","San Mateo, CA 94401 ·",,,9000000.0,20,17369,3,"13,500 SF",Multifamily,1964,"131 Elm St, San Mateo, CA 94401, USA","['37.5679805', '-122.3302819', '0.0']",37.5679805,-122.3302819,0.0
800,"16810 Lakeshore Dr, Lake Elsinore, CA, 92530","Lake Elsinore, CA 92530 ·",,,3576000.0, ,1558, ,0.49 AC,Retail, ,"16810 Lakeshore Dr, Lake Elsinore, CA 92530, USA","['33.6854534', '-117.3673856', '0.0']",33.6854534,-117.3673856,0.0
801,"360 Orange St, Redlands, CA, 92374","Redlands, CA 92374 ·",,,3000000.0, ,4180,2,"4,406 SF",Retail,2013,"360 Orange St, Redlands, CA 92374, USA","['34.0589019', '-117.1822386', '0.0']",34.0589019,-117.1822386,0.0
802,"365 S Rancho Santa Fe Rd, San Marcos, CA, 92078","San Marcos, CA 92078 ·",,,5700000.0, ,27029,3,1.52 AC,Office,1982,"Rancho Santa Fe Road Professional Building, 365 S Rancho Santa Fe Rd, San Marcos, CA 92078, USA","['33.1414368', '-117.2022472', '0.0']",33.1414368,-117.2022472,0.0
803,"558 Sacramento Street, San Francisco, CA, 94111","San Francisco, CA 94111 ·",,,11700000.0, ,12000,4,"2,390 SF",Retail,1907,"558 Sacramento St, San Francisco, CA 94111, USA","['37.7940228', '-122.402342', '0.0']",37.7940228,-122.402342,0.0
804,"4365 N. University Parkway, San Bernardino, CA, 92407","San Bernardino, CA 92407 ·",,,5625000.0, ,3000, ,1.15 AC,Retail,2017,"4365 University Pkwy, San Bernardino, CA 92407, USA","['34.1679621', '-117.3318759', '0.0']",34.1679621,-117.3318759,0.0
805,"2522-2536 S Grove Ave, Ontario, CA, 91761","Ontario, CA 91761 ·",,,7636000.0, ,45632,1,3.37 AC,Retail,1982,"2522 S Grove Ave, Ontario, CA 91761, USA","['34.0276995', '-117.6286386', '0.0']",34.0276995,-117.6286386,0.0
806,"9535 Mission Gorge Rd, Santee, CA, 92071","Santee, CA 92071 ·",,,9475000.0, , ,1,"58,806 SF",Retail, ,"9535 Mission Gorge Rd, Santee, CA 92071, USA","['32.8382983', '-116.9897491', '0.0']",32.8382983,-116.9897491,0.0
807,"1141 E Florence Ave, Los Angeles, CA, 90001","Los Angeles, CA 90001 ·",,,3000000.0,34,10606,2,"23,100 SF",Multifamily,1929,"1141 E Florence Ave, Los Angeles, CA 90001, USA","['33.9749744', '-118.2550436', '0.0']",33.9749744,-118.2550436,0.0
808,"102 N. Jack Tone Road, Ripon, CA, 95366","Ripon, CA 95366 ·",,,6295000.0, ,14739, ,1.60 AC,Retail,2006,"102 Jack Tone Rd, Ripon, CA 95366, USA","['37.7400339', '-121.1415888', '0.0']",37.7400339,-121.1415888,0.0
809,"1301 Secret Ravine Pky, Roseville, CA, 95661","Roseville, CA 95661 ·",,,5500000.0, ,11200,2,"56,628 SF",Office,2008,"1301 Secret Ravine Pkwy, Roseville, CA 95661, USA","['38.7636037', '-121.2457632', '0.0']",38.7636037,-121.2457632,0.0
810,"3073 & 3075 B St, San Diego, CA, 92102","San Diego, CA 92102 ·",,,4500000.0,18,11232,3,"11,194 SF",Multifamily,1988,"3075 B St #3073, San Diego, CA 92102, USA","['32.7176542', '-117.127877', '0.0']",32.7176542,-117.127877,0.0
811,"Sanderson Avenue, Hemet, CA, 92545","Hemet, CA 92545 ·",,,3757000.0, , , ,23 AC,Land, ,"S Sanderson Ave, Hemet, CA 92545, USA","['33.7305417', '-117.0067439', '0.0']",33.7305417,-117.0067439,0.0
812,"3110 Newport Blvd., Newport Beach, CA, 92663","Newport Beach, CA 92663 ·",,,6900000.0, ,4722,2,"14,374 SF",Retail,1970,"3110 Newport Blvd, Newport Beach, CA 92663, USA","['33.6156881', '-117.9300948', '0.0']",33.6156881,-117.9300948,0.0
813,"1600 N. Broadway, Santa Ana, CA, 92706","Santa Ana, CA 92706 ·",,,11500000.0, ,99571,10,1.01 AC,Office,1970,"1600 N Broadway, Santa Ana, CA 92706, USA","['33.7589333', '-117.8700617', '0.0']",33.7589333,-117.8700617,0.0
814,"1242 Palmetto St, Los Angeles, CA, 90013","Los Angeles, CA 90013 ·",,,12770000.0, ,21331, ,"23,210 SF",Industrial,1890,"1242 Palmetto St, Los Angeles, CA 90013, USA","['34.0401634', '-118.2342549', '0.0']",34.0401634,-118.2342549,0.0
815,"120 San Jose Ave, Capitola, CA, 95010","Capitola, CA 95010 ·",,,3295000.0, ,4678,2,"2,613 SF",Retail,1890,"120 San Jose Ave, Capitola, CA 95010, USA","['36.9725814', '-121.9513525', '0.0']",36.9725814,-121.9513525,0.0
816,"46-883 Monroe Street, Indio, CA, 92201","Indio, CA 92201 ·",,,3500000.0, ,10523,2, ,Office,2008,"46883 Monroe St, Indio, CA 92201, USA","['33.7085459', '-116.234476', '0.0']",33.7085459,-116.234476,0.0
817,"802-820 E 12th St, Oakland, CA, 94606","Oakland, CA 94606 ·",,,3400000.0, ,17850,1,"22,500 SF",Industrial,1923,"802 E 12th St, Oakland, CA 94606, USA","['37.7928801', '-122.2518851', '0.0']",37.7928801,-122.2518851,0.0
818,"6303-6309 Carpinteria Ave, Carpinteria, CA, 93013","Carpinteria, CA 93013 ·",,,44500000.0, ,121230, ,9.28 AC,Office, ,"6303 Carpinteria Ave, Carpinteria, CA 93013, USA","['34.3852369', '-119.49096', '0.0']",34.3852369,-119.49096,0.0
819,"492 Machi Rd, Shelter Cove, CA, 95589","Shelter Cove, CA 95589 ·",,,3650000.0, , ,1,4.85 AC,Multifamily,2009,"492 Machi Rd, Whitethorn, CA 95589, USA","['40.0237269', '-124.0682033', '0.0']",40.0237269,-124.0682033,0.0
820,8270,"Downey, CA 90241 ·",,,16925000.0, , , ,1.16 AC,Retail,2013,"8270 Transit Rd, Williamsville, NY 14221, USA","['42.99369979999999', '-78.6986853', '0.0']",42.99369979999999,-78.6986853,0.0
821,"12125 Day Street, Moreno Valley, CA, 92551","Moreno Valley, CA 92551 ·",,,3000000.0, ,28300, , ,Retail, ,"12125 Day St, Moreno Valley, CA 92557, USA","['33.9449226', '-117.2811825', '0.0']",33.9449226,-117.2811825,0.0
822,"949 S Meridian Ave, Alhambra, CA, 91803","Alhambra, CA 91803 ·",,,6836550.0, ,32555, ,1.55 AC,Industrial,1989,"949 S Meridian Ave, Alhambra, CA 91803, USA","['34.0843163', '-118.1544164', '0.0']",34.0843163,-118.1544164,0.0
823,"46-900 Monroe Boulevard, Indio (Palm Desert), CA, 92201","Indio (Palm Desert), CA 92201 ·",,,5722071.0, , , ,3.31 AC,Retail,2006,"46-900E Monroe St, Indio, CA 92201, USA","['33.7079155', '-116.2331379', '0.0']",33.7079155,-116.2331379,0.0
824,"2390 Mt Pleasant Rd, San Jose, CA, 95148","San Jose, CA 95148 ·",,,15000000.0, , , ,32 AC,Agricultural, ,"2390 Mt Pleasant Rd, San Jose, CA 95148, USA","['37.346616', '-121.779024', '0.0']",37.346616,-121.779024,0.0
825,"969 Lakeview Ave, South Lake Tahoe, CA, 96150","South Lake Tahoe, CA 96150 ·",,,3950000.0,5,14400, ,0.52 SF,Multifamily, ,"969 Lakeview Ave, South Lake Tahoe, CA 96150, USA","['38.9442781', '-119.9789088', '0.0']",38.9442781,-119.9789088,0.0
826,"760 S San Pedro St, Los Angeles, CA, 90014","Los Angeles, CA 90014 ·",,,3900000.0, ,14996,1,"7,900 SF",Retail,1911,"760 San Pedro St, Los Angeles, CA 90014, USA","['34.0390193', '-118.2481397', '0.0']",34.0390193,-118.2481397,0.0
827,3926,"Los Angeles, CA 90068 ·",,,3000000.0,8,5892,2,"14,846 SF",Multifamily,1954,"3926 Linden St, Bethlehem, PA 18020, USA","['40.6751392', '-75.3423868', '0.0']",40.6751392,-75.3423868,0.0
828,"9200 Irvine Center Dr, Irvine, CA, 92618","Irvine, CA 92618 ·",,,4910400.0, ,9920,2,"9,920 SF",Office,2007,"9200 Irvine Center Dr, Irvine, CA 92618, USA","['33.6348675', '-117.7404985', '0.0']",33.6348675,-117.7404985,0.0
829,"4061 38th St, San Diego, CA, 92105","San Diego, CA 92105 ·",,,3300000.0,12,7488, ,"14,000 SF",Multifamily, ,"4061 38th St, San Diego, CA 92105, USA","['32.750838', '-117.111499', '0.0']",32.750838,-117.111499,0.0
830,"2209 S Lilac, Bloomington, CA, 92316","Bloomington, CA 92316 ·",,,3860000.0, ,29630,1,1.37 AC,Industrial,2008,"2209 Lilac Ave, Bloomington, CA 92316, USA","['34.0612298', '-117.3784422', '0.0']",34.0612298,-117.3784422,0.0
831,"9918 Atlantic Ave, South Gate, CA, 90280","South Gate, CA 90280 ·",,,8950000.0, , , ,1 AC,Retail, ,"9918 Atlantic Ave, South Gate, CA 90280, USA","['33.9411072', '-118.181154', '0.0']",33.9411072,-118.181154,0.0
832,"14523 Freeman Ave, Lawndale, CA, 90260","Lawndale, CA 90260 ·",,,3550000.0,8,10800, ,"8,941 SF",Multifamily,1988,"14523 Freeman Ave, Lawndale, CA 90260, USA","['33.8993348', '-118.3492539', '0.0']",33.8993348,-118.3492539,0.0
833,"2624 Stockton Blvd., Sacramento, CA, 95817","Sacramento, CA 95817 ·",,,5990000.0, ,11000, ,0.99 AC,Retail,2015,"2624 Stockton Blvd, Sacramento, CA 95817, USA","['38.5514132', '-121.4559288', '0.0']",38.5514132,-121.4559288,0.0
834,"El Camino Higuera, Milpitas, CA, 95035","Milpitas, CA 95035 ·",,,20000000.0, , , ,190.21 AC,Land, ,"El Camino Higuera, Milpitas, CA 95035, USA","['37.4537201', '-121.8923817', '0.0']",37.4537201,-121.8923817,0.0
835,"14515 Leffingwell Road, Whittier, CA, 90604","Whittier, CA 90604 ·",,,15550000.0,71,53454,2,2.09 AC,Multifamily,1965,"14515 Leffingwell Rd, Whittier, CA 90604, USA","['33.9251178', '-118.0228858', '0.0']",33.9251178,-118.0228858,0.0
837,"8851 Garden Grove Blvd, Garden Grove, CA, 92844","Garden Grove, CA 92844 ·",,,8500000.0, , ,1,"46,174 SF",Retail,1987,"8851 Garden Grove Blvd, Garden Grove, CA 92844, USA","['33.7746515', '-117.9778461', '0.0']",33.7746515,-117.9778461,0.0
838,"5492-5496 Imperial Ave, San Diego, CA, 92114","San Diego, CA 92114 ·",,,8500000.0,47,32700,3,1.60 AC,Multifamily,1989,"5492 Imperial Ave, San Diego, CA 92114, USA","['32.7079173', '-117.0769718', '0.0']",32.7079173,-117.0769718,0.0
839,"1824 17th St, Santa Monica, CA, 90404","Santa Monica, CA 90404 ·",,,3150000.0,5,4777,2,"7,507 SF",Multifamily,1963,"1824 17th St, Santa Monica, CA 90404, USA","['34.0199678', '-118.4759864', '0.0']",34.0199678,-118.4759864,0.0
840,"15916 S. Figueroa St., Gardena, CA, 90248","Gardena, CA 90248 ·",,,3838456.0, ,25253, ,"40,293 SF",Industrial,1966,"15916 S Figueroa St, Gardena, CA 90248, USA","['33.8871258', '-118.2823535', '0.0']",33.8871258,-118.2823535,0.0
841,"10255 Somerset Blvd, Bellflower, CA, 90706","Bellflower, CA 90706 ·",,,9500000.0,52,39840,2,"66,454 SF",Multifamily,1964,"10255 Somerset Blvd, Bellflower, CA 90706, USA","['33.8968246', '-118.1155368', '0.0']",33.8968246,-118.1155368,0.0
842,"4501 W Slauson Ave, Los Angeles, CA, 90043","Los Angeles, CA 90043 ·",,,7800000.0, ,16457, , ,Retail, ,"4501 W Slauson Ave, Los Angeles, CA 90043, USA","['33.9892887', '-118.3545129', '0.0']",33.9892887,-118.3545129,0.0
843,"Claus, Briggsmore, & Milnes, Modesto, CA, 95355","Modesto, CA 95355 ·",,,18793800.0, , , ,170 AC,Land, ,"E Briggsmore Ave & Claus Rd, Modesto, CA 95355, USA","['37.6669458', '-120.9212963', '0.0']",37.6669458,-120.9212963,0.0
844,"Crown Valley Parkway at Pacific Island Drive, Laguna Niguel, CA, 92677","Laguna Niguel, CA 92677 ·",,,7000000.0, , , ,60.90 AC,Land, ,"Pacific Island Dr & Crown Valley Pkwy, Laguna Niguel, CA 92677, USA","['33.4948425', '-117.7201673', '0.0']",33.4948425,-117.7201673,0.0
845,"100 Town Ctr E, Santa Maria, CA, 93454","Santa Maria, CA 93454 ·",,,33100000.0, , , , ,Retail, ,"100 Town Center E, Santa Maria, CA 93454, USA","['34.9501953', '-120.4352034', '0.0']",34.9501953,-120.4352034,0.0
846,"3000 Sisk Rd, Modesto, CA, 95350","Modesto, CA 95350 ·",,,7350090.0, ,8225,1,1.65 AC,Retail,1982,"3000 Sisk Rd, Modesto, CA 95350, USA","['37.6824075', '-121.0493897', '0.0']",37.6824075,-121.0493897,0.0
847,"2644 El Cajon Blvd., San Diego, CA, 92104","San Diego, CA 92104 ·",,,4285714.0, ,1825, ,0.72 AC,Retail,2016,"2644 El Cajon Blvd, San Diego, CA 92104, USA","['32.7556327', '-117.135437', '0.0']",32.7556327,-117.135437,0.0
848,"764 Inland Dr., San Bernardino, CA, 92408","San Bernardino, CA 92408 ·",,,3067200.0, ,16602, ,0.82 AC,Retail,2016,"764 Inland Center Dr, San Bernardino, CA 92408, USA","['34.0874228', '-117.2995282', '0.0']",34.0874228,-117.2995282,0.0
849,"4720-4732 Hawley Blvd, San Diego, CA, 92116","San Diego, CA 92116 ·",,,11400000.0,44,32946,3,"33,976 SF",Multifamily,1971,"4720 Hawley Blvd, San Diego, CA 92116, USA","['32.7639071', '-117.1199031', '0.0']",32.7639071,-117.1199031,0.0
850,"185 Old Grove Rd, Oceanside, CA, 92057","Oceanside, CA 92057 ·",,,6750000.0, ,6243,1,"69,696 SF",Retail,2002,"185 Old Grove Rd, Oceanside, CA 92057, USA","['33.232021', '-117.3082527', '0.0']",33.232021,-117.3082527,0.0
851,"83220 Avenue 52, Coachella, CA, 92236","Coachella, CA 92236 ·",,,3000000.0, , , ,27.31 AC,Land, ,"83220 Avenue 52, Coachella, CA 92236, USA","['33.67190300000001', '-116.213167', '0.0']",33.67190300000001,-116.213167,0.0
852,"2330 N Cahuenga Blvd, Los Angeles, CA, 90068","Los Angeles, CA 90068 ·",,,13600000.0,30,23734,4,"13,193 SF",Multifamily,1987,"2330 N Cahuenga Blvd, Los Angeles, CA 90068, USA","['34.111576', '-118.3342777', '0.0']",34.111576,-118.3342777,0.0
853,"599 Crestmont Dr, San Francisco, CA, 94131","San Francisco, CA 94131 ·",,,14000000.0, , , ,1.46 AC,Land, ,"599 Crestmont Dr, San Francisco, CA 94131, USA","['37.758873', '-122.460922', '0.0']",37.758873,-122.460922,0.0
854,"14051-14061 Newport Ave, Tustin, CA, 92780","Tustin, CA 92780 ·",,,8250000.0, , ,1,"113,256 SF",Retail,1991,"14051 Newport Ave, Tustin, CA 92780, USA","['33.736917', '-117.8248692', '0.0']",33.736917,-117.8248692,0.0
855,"14314-14390 Brookhurst St, Garden Grove (Little Saigon), CA, 92843","Garden Grove (Little Saigon), CA 92843 ·",,,28000000.0, , , ,"168,463 SF",Retail, ,"14314-14390 Brookhurst St, Garden Grove, CA 92843, USA","['33.7538297', '-117.9541784', '0.0']",33.7538297,-117.9541784,0.0
856,"14466 Main St, Hesperia, CA, 92345","Hesperia, CA 92345 ·",,,4594000.0, , , ,"130,680 SF",Retail,2008,"14466 Main St, Hesperia, CA 92345, USA","['34.4272334', '-117.3468426', '0.0']",34.4272334,-117.3468426,0.0
857,"2495-2497 Congress St, San Diego, CA, 92110","San Diego, CA 92110 ·",,,3075000.0, ,2816,2, ,Retail, ,"2495 Congress St, San Diego, CA 92110, USA","['32.7517644', '-117.1956085', '0.0']",32.7517644,-117.1956085,0.0
858,"1698 Story Rd, San Jose, CA, 95122","San Jose, CA 95122 ·",,,4990000.0, ,4587,1,"13,242 SF",Retail,2009,"1698 Story Rd, San Jose, CA 95122, USA","['37.339436', '-121.8433289', '0.0']",37.339436,-121.8433289,0.0
859,"4301 Sonoma Blvd, Vallejo, CA, 94589","Vallejo, CA 94589 ·",,,7500000.0, ,5670, ,"85,247 SF",Retail, ,"4301 Sonoma Blvd, Vallejo, CA 94589, USA","['38.1326761', '-122.257014', '0.0']",38.1326761,-122.257014,0.0
